"Reino","Filo","Classe","Ordem","Familia","Genero","Especie","Subespecie","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Trigona","Trigona dallatorreana","","Trigona dallatorreana","Friese, 1900","Abelha, Sicae-amarilla-chica, Tu","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Trigona dallatorreana é amplamente distribuída na América do Sul, ocorrendo na Bolívia, Colômbia, Guiana, Peru, Suriname, Venezuela e Brasil, onde é registrada nos estados da Amazônia: Acre, Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Roraima e Tocantins. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, T. dallatorreana foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Roraima, Tocantins","|Centro-Oeste|Nordeste|Norte|","Amazônia, Cerrado","Sub-bacia Amapá Litoral Sub-bacia Gurupi Sub-bacia Itapecuru Sub-bacia Madeira Sub-bacia Mearim Sub-bacia Negro Sub-bacia Tocantins Baixo Sub-bacia Xingu","ESEC Juami-Japurá, ESEC Jutaí-Solimões, FLONA Carajás, PARNA dos Campos Ferruginosos, PARNA Pico da Neblina, RESEX Alto Juruá, RESEX Rio Cautário, RESEX Rio Unini","ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES, ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU, PARQUE ESTADUAL DE GUAJARÁ-MIRIM, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ","RPPN Laço de Amor","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Plebeia","Plebeia saiqui","","Plebeia saiqui","(Friese, 1900)","Abelha, Saiqui","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Plebeia saiqui é endêmica do Brasil, onde ocorre nos estados de Minas Gerais, Rio de Janeiro, São Paulo, Paraná, Santa Catarina e Rio Grande do Sul. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, Plebeia saiqui foi categorizada como Menos Preocupante (LC).","Sim","Não","Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo","|Sudeste|Sul|","Mata Atlântica, Pampa","Sub-bacia Doce Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia São Francisco Alto Sub-bacia Tietê Sub-bacia Uruguai Alto","APA Serra da Mantiqueira","APA PIRACICABA JUQUERí-MIRIM AREA II, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL DE ITAPETINGA, PARQUE ESTADUAL SERRA DO PAPAGAIO","RPPN Caetezal, RPPN Rancho Mira-Serra, RPPN Sítio Curucutu","Desconhecido","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Geotrigona","Geotrigona kwyrakai","","","Camargo & Moure, 1996","Abelha","Invertebrados Terrestres","07/2021","Dados Insuficientes","","","Geotrigona kwyrakai é endêmica do Brasil com registros para os estados de Rondônia e Pará. Os registros existentes são apenas do artigo de descrição da espécie e, apesar de buscas recentes na região, a espécie não foi encontrada novamente. A área de distribuição da espécie sofre intenso processo de conversão de áreas naturais em pastagens e monoculturas, sobretudo nas últimas décadas. Não há informações disponíveis para inferir sua atual distribuição, tendências populacionais e como os impactos das ameaças citadas afetam sua população e, por isso, não há como avaliar adequadamente seu risco de extinção. Portanto, Geotrigona kwyrakai foi categorizada como Dados Insuficientes (DD).","Sim","Não","Pará, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira","","","","Não","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Paratrigona","Paratrigona subnuda","","Paratrigona subnuda","Moure, 1947","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Paratrigona subnuda é endêmica do Brasil e ocorre nos estados da Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina e São Paulo. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, P. subnuda foi categorizada como Menos Preocupante (LC).","Sim","Não","Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo","|Nordeste|Sudeste|Sul|","Caatinga, Cerrado, Mata Atlântica, Pampa","Sub-bacia Doce Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Itapecuru-Paraguaçu Sub-bacia Litoral RJ Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia Paranapanema Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê","APA Bacia do Rio Paraíba do Sul, APA do Morro da Pedreira, APA Petrópolis, PARNA da Serra da Canastra, PARNA da Serra do Gandarela, PARNA da Serra do Itajaí, PARNA da Serra dos Órgãos, PARNA da Tijuca, PARNA São Joaquim, REBIO Augusto Ruschi","APA CAMPOS DO JORDÃO, APA PIRACICABA JUQUERí-MIRIM AREA II, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO MACHADO, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA DO TRIPUÍ, FLORESTA ESTADUAL DO UAIMII, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DA SERRA FURADA, PARQUE ESTADUAL DE ITAPETINGA, PARQUE ESTADUAL DO LIMOEIRO, PARQUE ESTADUAL DO MORRO DO DIABO","RPPN Caetezal, RPPN Fazenda HorII, RPPN Fazenda Limeira, RPPN Parque Ecológico ARTEX, RPPN Rancho Mira-Serra, RPPN Sítio Curucutu","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Lestrimelitta","Lestrimelitta limao","","Lestrimelitta limao","(Smith, 1863)","Abelha, Eira-aquai-etá, Eira-aquaietá, Eíra-quãyetâ, Irati, Iriti, Irutim, Limão","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Lestrimelitta limao é endêmica do Brasil, apresenta ampla distribuição, estando presente especialmente no Cerrado. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, L. limao foi categorizada como Menos Preocupante (LC).","Sim","Não","Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Minas Gerais, Rondônia, São Paulo","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Caatinga, Cerrado, Mata Atlântica","Sub-bacia Araguaia Sub-bacia Grande Sub-bacia Gurupi Sub-bacia Itapecuru Sub-bacia Jaguaribe Sub-bacia Litoral RJ SP Sub-bacia Litoral SP PR SC Sub-bacia Madeira Sub-bacia Paranaíba Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê","APA Cananéia-Iguape-Peruíbe","ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL MATA SECA","RPPN Fazenda Boa Esperança","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Scaptotrigona","Scaptotrigona fulvicutis","","Scaptotrigona fulvicutis","(Moure, 1964)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Scaptotrigona fulvicutis ocorre na Guiana Francesa e Brasil, onde é registrada nos estados do Amazonas e Amapá. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, S. fulvicutis foi categorizada como Menos Preocupante (LC).","Não","Não","Amapá, Amazonas","|Norte|","Amazônia","Sub-bacia Amapá Litoral","","ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA","RPPN Adão e Eva","Desconhecido","Desconhecida","","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Camargoia","Camargoia nordestina","","Camargoia nordestina","Camargo, 1996","Abelha, moça-branca, mombuca-vermelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Camargoia nordestina é endêmica do Brasil, ocorre nos estados da Bahia, Ceará, Goiás, Piauí e Tocantins. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, C. nordestina foi categorizada como Menos Preocupante (LC).","Sim","Não","Bahia, Ceará, Goiás, Piauí, Tocantins","|Centro-Oeste|Nordeste|Norte|","Caatinga, Cerrado","Sub-bacia Parnaíba Alto Sub-bacia Parnaíba Baixo Sub-bacia São Francisco Médio Sub-bacia Tocantins Alto","","ÁREA DE PROTEÇÃO AMBIENTAL DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO","RPPN Fazenda Boa Ventura","Desconhecido","Desconhecida","12 - Outras ameaças 1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Exomalopsis","Exomalopsis atlantica","","Examolopsis atlantica","Silveira, 1996","Abelha","Invertebrados Terrestres","04/2022","Menos Preocupante","","","Exomalopsis atlantica é endêmica do Brasil, conhecida somente da sua localidade-tipo, a Estação Biológica de Boracéia, em Salesópolis, São Paulo. A região tem sido intensamente amostrada e a espécie só foi registrada novamente na mesma localidade. A conversão de áreas naturais da Mata Atlântica em áreas urbanas e agrícolas são intensas e frequentes fora da Estação Biológica de Boracéia. A perda de habitat no entorno da sua localidade-tipo representa a principal ameaça potencial à espécie. Entretanto, a Estação Biológica encontra-se em um importante mosaico de áreas protegidas e inserida no núcleo Padre Doria do Parque Estadual da Serra do Mar. Desta forma, não há indícios que as ameaças citadas possam colocar a espécie em risco de extinção em curto prazo. Portanto, Exomalopsis atlantica foi categorizada como Menos Preocupante (LC).","Sim","Não","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Tietê","","PARQUE ESTADUAL DA SERRA DO MAR","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Arhysosage","Arhysosage cactorum","","Arhysosage cactorum","Moure, 1999","Abelha, Abelha do cacto","Invertebrados Terrestres","07/2021","Vulnerável","","B1ab(iii)","Arhysosage cactorum é endêmica do Brasil, registrada apenas em campos do bioma Pampa, no Rio Grande do Sul. Sua extensão de ocorrência é calculada em cerca de 16.000 km². O ambiente de ocorrência da espécie é afetado pela conversão das paisagens naturais em culturas anuais e silvicultura. Essas atividades também fazem uso constante de agrotóxicos, pesticidas e fogo, que promovem declínio continuado da qualidade do habitat. A transformação das paisagens naturais também causa intensa fragmentação do habitat remanescente e, considerando a baixa capacidade de dispersão desta espécie, podemos inferir que a fragmentação do habitat conduz à severa fragmentação da população. Além disso, essas abelhas são profundamente dependentes das flores de algumas cactáceas, as quais são amplamente coletadas para o comércio ilegal e susceptíveis ao pastejo de caprinos e ovinos. Essa perda de cactos pode promover um eventual colapso reprodutivo. Portanto, Arhysosage cactorum foi categorizada como Vulnerável (VU), segundo o critério B1ab(iii).","Sim","Sim","Rio Grande do Sul","|Sul|","Pampa","Sub-bacia Guaíba Sub-bacia Ibicuí","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN), Proteção de locais/áreas, Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Plebeia","Plebeia remota","","Plebeia remota","(Holmberg, 1903)","Abelha, Abelha-preguiçosa, Preguiçosa","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Plebeia remota ocorre na Bolívia e Brasil, onde é registrada nos estados do Espírito Santo, Minas Gerais, São Paulo, Paraná, Santa Catarina e Rio Grande do Sul. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, P. remota foi categorizada como Menos Preocupante (LC).","Não","Não","Espírito Santo, Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo","|Sudeste|Sul|","Cerrado, Mata Atlântica, Pampa","Sub-bacia Doce Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Litoral RJ SP Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia Paranapanema Sub-bacia Paraná RH1 Sub-bacia São Francisco Alto Sub-bacia Tietê Sub-bacia Uruguai Alto","APA Bacia do Rio Paraíba do Sul, APA Cananéia-Iguape-Peruíbe, FLONA Assungui, FLONA Três Barras, PARNA da Serra do Gandarela, PARNA Saint-Hilaire/Lange, PARNA São Joaquim","APA PIRACICABA JUQUERí-MIRIM AREA II, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA JATAÍ, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, FLORESTA ESTADUAL DO UAIMII, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DA SERRA FURADA","RPPN Caetezal, RPPN Morro das Aranhas, RPPN Parque Ecológico ARTEX, RPPN Rancho Mira-Serra, RPPN Sítio Curucutu","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Paratrigona","Paratrigona compsa","","Paratrigona compsa","Camargo & Moure, 1994","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Paratrigona compsa é endêmica do Brasil, sendo registrada no estado do Amazonas. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, P. compsa foi categorizada como Menos Preocupante (LC).","Sim","Não","Amazonas","|Norte|","Amazônia","","FLONA Tefé","","","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Scaptotrigona","Scaptotrigona depilis","","Scaptotrigona depilis","(Moure, 1942)","Abelha, Canudo, Mandaguari, Mandaguay, Tapezuá, Tombuna, Tubiba","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Scaptotrigona depilis ocorre na Bolívia e Brasil, onde tem registro nos estados do Goiás, Distrito Federal, Mato Grosso do Sul, Minas Gerais, Santa Catarina, Rio Grande do Sul e São Paulo. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, S. depilis foi categorizada como Menos Preocupante (LC).","Não","Não","Distrito Federal, Goiás, Mato Grosso do Sul, Minas Gerais, Rio Grande do Sul, Santa Catarina, São Paulo","|Centro-Oeste|Sudeste|Sul|","Cerrado, Mata Atlântica, Pantanal","Sub-bacia Araguaia Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Litoral SP Sub-bacia Paranaíba Sub-bacia Paraná RH1 Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Uruguai Alto","PARNA das Emas","APA PIRACICABA JUQUERí-MIRIM AREA II, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH","RPPN Chakra Grisu, RPPN Fazenda América, RPPN Paculândia, RPPN Sítio Curucutu","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Paratrigona","Paratrigona lineatifrons","","Paratrigona lineatifrons","(Schwarz, 1938)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Paratrigona lineatifrons é endêmica do Brasil, com registros nos estados do nos estados do Amazonas e Pará. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, P. lineatifrons foi categorizada como Menos Preocupante (LC).","Sim","Não","Amazonas, Pará","|Norte|","Amazônia","Sub-bacia Negro","","","","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melipona","Melipona capixaba","","Melipona capixaba","Moure & Camargo, 1994","abelha-sem-ferrão, pé-de-pau, uruçu-capixaba, uruçu-negra, uruçu-preta","Invertebrados Terrestres","07/2021","Em Perigo","","B1ab(iii)","Melipona capixaba é endêmica do Brasil, registrada apenas no estado do Espírito Santo. Está restrita à Mata Atlântica em Floresta Ombrófila, em áreas elevadas entre 800m e 1200m. Sua extensão de ocorrência (EOO) foi calculada em 3.741 km². A área de distribuição da espécie encontra-se altamente impactada pela expansão urbana e das atividades agrícolas, que causam redução e fragmentação das áreas naturais remanescentes, com perda da qualidade de recursos de alimentação e de nidificação. Essas atividades também estão relacionadas ao despejo de poluentes químicos (de origem urbana e agrícola), que causam declínio continuado da qualidade do habitat. Considerando a baixa capacidade de dispersão e dependência dos remanescentes florestais, infere-se que a fragmentação do habitat reflete a fragmentação severa da população. A espécie também é alvo da exploração predatória, quando seus ninhos são abertos e deixados, após a extração do mel, expostos à ação das intempéries e de inimigos naturais ou são transferidos para caixas levados para meliponários, diminuindo as populações naturais nos remanescentes florestais. Por fim, ainda é afetada pela hibridação com M. scutellaris, espécie exótica desta região, introduzida e criada pela atividade de meliponicultura. Por essas razões, Melipona capixaba foi categorizada como Em Perigo (EN) pelo critério B1ab(iii).","Sim","Sim","Espírito Santo","|Sudeste|","Mata Atlântica","Sub-bacia Doce","","PARQUE ESTADUAL DO FORNO GRANDE","","Desconhecido","Desconhecida","11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.1 - Espécie conhecida","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","Controle e fiscalização, Legislação e política, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Trigona","Trigona amazonensis","","Trigona amazonensis","(Ducke, 1916)","Abeja-arambaso, Abelha, Abelha-cu-de-vaca, Amo, Arapuá-preto-médio, Corta-pelo, Ku-krãi-ti, Mangangá, Nawa-bakû, Txashku-buiki, Xupé-grande, Xupé-mangangá","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Trigona amazonensis é amplamente distribuída na região amazônica, ocorrendo na Bolívia, Colômbia, Equador, Peru e Brasil, sendo registrada nos estados do Acre, Amazonas, Goiás, Maranhão, Mato Grosso do Sul, Mato Grosso, Pará, Rondônia, São Paulo e Tocantins. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, T. amazonensis foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Pará, Rondônia, São Paulo, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Cerrado","Sub-bacia Gurupi Sub-bacia Itapecuru Sub-bacia Madeira Sub-bacia Mearim Sub-bacia Negro Sub-bacia Paranaíba Sub-bacia Paraná RH1 Sub-bacia Tietê Sub-bacia Tocantins Alto Sub-bacia Tocantins Baixo","ESEC Cuniã, FLONA Carajás, PARNA Pico da Neblina, RESEX Lago do Cuniã, RESEX Rio Ouro Preto","ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES, PARQUE ESTADUAL DE GUAJARÁ-MIRIM, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO NEGRO, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ","RPPN Laço de Amor, RPPN Seringal Assunção","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Plebeia","Plebeia nigriceps","","Plebeia nigriceps","(Friese, 1901)","Abelha, Miri","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Plebeia nigriceps ocorre na Argentina, Paraguai e Brasil, sendo registrada nos estados do Paraná, Rio Grande do Sul, Santa Catarina e São Paulo. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, P. nigriceps foi categorizada como Menos Preocupante (LC).","Não","Não","Paraná, Rio Grande do Sul, Santa Catarina, São Paulo","|Sudeste|Sul|","Mata Atlântica, Pampa","Sub-bacia Guaíba Sub-bacia Ibicuí Sub-bacia Iguaçu Sub-bacia Litoral SP PR SC Sub-bacia Tietê Sub-bacia Uruguai Alto","","APA SISTEMA CANTAREIRA","RPPN Morro das Aranhas, RPPN Rancho Mira-Serra","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Scaptotrigona","Scaptotrigona affabra","","Scaptotrigona affabra","(Moure, 1989)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Scaptotrigona affabra é endêmica do Brasil, onde ocorre nos estados do Pará e Rondônia. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, S. affabra foi categorizada como Menos Preocupante (LC).","Sim","Não","Pará, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira","","","","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melipona","Melipona fuliginosa","","Melipona fuliginosa","Lepeletier, 1836","Abelha, erereú-negra, mandury-preto, mel-de-anta, tapieira, tapii-ei, tapiieira, turuçu, uruçú","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Melipona fuliginosa é amplamente distribuída na região Neotropical. A espécie apresenta registros na Guiana Francesa, Guiana, Suriname, Venezuela, Colômbia, Peru, Bolívia, norte da Argentina e no Brasil, onde ocorre no Acre, Rondônia, Amazonas, Roraima, Pará, Amapá, Paraíba, Maranhão, Piauí, Mato Grosso, Mato Grosso do sul e Goiás. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, M. fuliginosa foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amapá, Amazonas, Bahia, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Pará, Paraíba, Piauí, Rondônia, Roraima, São Paulo","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal","Sub-bacia Amapá Litoral Sub-bacia Itapecuru Sub-bacia Madeira Sub-bacia Negro Sub-bacia Paraíba Sub-bacia Paranaíba Sub-bacia Tocantins Baixo","PARNA Jaú, PARNA Montanhas do Tumucumaque, PARNA Pico da Neblina, RESEX Rio Ouro Preto","ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES, PARQUE ESTADUAL DE GUAJARÁ-MIRIM, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ","RPPN Arara Azul, RPPN Laço de Amor","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","","",""
